text,label
Mau update banjir juga tapi komplek gua gak banjir ,non-eyewitness
mohon info banjir seputaran perumnas kranji,non-eyewitness
Jam malem pas otw pulang tengah malem kok macet yak deket rumah Banjir ternyata gaes pada ngungsiin motor n mobilnya ,non-eyewitness
Kaga tp skrng korban terjebak banjir kaga bs pulang,non-eyewitness
Yonif Bersihkan Lumpur Pasca Banjir Bondowoso lewat ,non-eyewitness
kita liat apakah rumah saya akan selamat lagi dr potensi banjir,non-eyewitness
Pak tolong timnya siap Corona sudah memusingkan jangan sampai ditambahi banjir lagi ,non-eyewitness
Banjir terjadi di Desa Simpangan Kecamatan Cikarang Utara Kabupaten Bekasi Provinsi Jawa Barat pukul WIB ,non-eyewitness
Yonif Bersihkan Lumpur Pasca Banjir Bondowoso lewat ,non-eyewitness
Masih ada banjir di sela sela covid ,non-eyewitness
Banjir kembali sergap Kramat Jati akibat intensitas hujan ,non-eyewitness
Depok banjir Mantanku ada di depok Haruskah kusapa nanyain kabarnya ,non-eyewitness
asli berdoa aja jangan ada banjir untuk berapa wakfu kedepan ,non-eyewitness
Tahun yg penuh dgn ujian nih udah Korona DBD banjir dateng pula ,non-eyewitness
Smoga ya pak Trauma banget sama banjir soalnya,non-eyewitness
ya Allah belum usai bernafas berita banjir vila nusa indah akan melanda tas kerjaky d kntr smg bsk bisa kuambil,non-eyewitness
bakalan capek bgd kl beneran banjir dtg masa iya sebulan sekali banjir ,non-eyewitness
kasian sm jkt udah kena corona trs banjir pula ,non-eyewitness
Banjir Luapan Sungai Cikeas Hingga Meter ,non-eyewitness
kata orang for the first time cibubur cileungsi banjir,non-eyewitness
Air sudah naik ke jalan banjir villa nusa indah cm di Kompleks Villa Nusa Indah,non-eyewitness
Kondisi depok setelah banjir sore hari ini ,non-eyewitness
Jujur speechless waktu liat ini ga ngerti kenapa tiba tiba cileungsi banjir ,non-eyewitness
kata kakak villa nusa indah banjir,non-eyewitness
Di tengah ancaman wabah virus corona sebagian warga DKI Jakarta kembali kebanjiran Banjir dilaporkan kembali merendam rumah penduduk di Kelurahan Tengah Kramat Jati Jakarta Timur Senin ,non-eyewitness
Kaya banjir kmrn gue ngerasa rumah gue aman,non-eyewitness
Waduh Cianjur kota tercintaku kena banjir juga,non-eyewitness
komplek siaga banjir katanya ,non-eyewitness
Lima kecamatan di Kabupaten Cianjur diterjang banjir akibat luapan air sungai Ciranjang Ratusan rumah terendam air setinggi betis orang dewasa ,non-eyewitness
Sejak banjir taun baru kayanya kali makin dangkal hadeuh,non-eyewitness
 INI GA ADA BULAN BANJIR UDH MAU KALI STOP IJIN PEMBANGUNAN RESAPAN AIR UDH GAADA CAPE BERESIN RUMAHNYA ASLI UDAH ADA CORONA JANGAN ADA BANJIR PUYENG ASLI ALLAHUAKBAR ,non-eyewitness
Kasus hoax banjir RE Martadinata sampai mana perkwmbangannya ,non-eyewitness
WTF Tetangga bilang mau banjir,non-eyewitness
Besok yg mau antre di halte bawa payung ya Sekalian ban dalam untuk antisipasi banjir ,non-eyewitness
Di mana sekarang dulu ada daerah rawa Bahkan jika Anda telah mengambil hipotek tampaknya rumah rumah itu benar benar banjir ,non-eyewitness
Ini villa mau banjir tapi ortu pada tidur kayaknya kaga bisa dikabarin,non-eyewitness
Banjir bikin warga susah Antri angkutan masal wrgas susah Ehh ini gabener koq sering bikin susah warganya ,non-eyewitness
Banjir setinggi hingga sentimeter di Cipinang Melayu diduga akibat luapan Kali Sunter ,non-eyewitness
Banjir Masih Mengancam Warga Jakarta Harus Tetap Waspada ,non-eyewitness
Banjir Pengadegan Sudah Surut ,non-eyewitness
Longsor dan Banjir Gunung Geurutee Agt ,non-eyewitness
Tadi sore temen gue bilang banjir,non-eyewitness
 Dayeuhkolot Kantor Pos masih tergenangn banjir belum bisa dilalui kendaraan ,non-eyewitness
Di Tengah Bahaya Covid Warga Rohul Dilanda Banjir ,non-eyewitness
Wilayah Kab Bandung Terendam Banjir Bupati Prihatin ,non-eyewitness
Banjir Rendam Empat Desa di Tanah Paser ,non-eyewitness
Anies Tinjau Banjir di Kecamatan Makasar Jakarta Timur Gubernur DKI Jakarta Anies Baswedan meninjau banjir di Kecamatan Makasar Jakarta Timur ,non-eyewitness
Banjir dan Longsor di gunung Geureute Aceh Jaya ,non-eyewitness
Banjir Kembali Terjang Kabupaten Bandung BPBD Dirikan Dapur Umum di Pengungsian ,non-eyewitness
Ribuan korban banjir di Paser Kaltim Saksikan berita selengkapnya di Kabar Pagi bersama Aditya dan Maria jam WIB hanya di tvOne live streaming klik ,non-eyewitness
Hujan deras membuat sejumlah rumah di Depok terendam banjir ,non-eyewitness
Lumpur di Villa Nusa Indah Masih Sebetis Usai Banjir Begini Kondisinya Banjir bandang menerjang perumahan Villa Nusa Indah Kabupaten Bogor Jawa Barat pada awal tahun ini Lumpur masih berserakan di mana mana ,non-eyewitness
Banjir Bandang Terjang Desa di Lahat Sumsel Rumah Hanyut Kantor camat gedung PAUD dan musala juga rusak diterjang banjir bandang yang disebabkan oleh faktor intensitas curah hujan yang tinggi papar Agus ,non-eyewitness
Ribuan Korban Banjir Bandung Butuh Pangan ,non-eyewitness
Dinsos Cilacap Serahkan Bantuan ke Korban Banjir ,non-eyewitness
Orari Bandarlampung Serahkan Bantuan untuk Korban Banjir di Telukbetung Timur ,non-eyewitness
Im Sharing on Twitter Banjir Rendam Empat Desa di Tanah Paser ,non-eyewitness
Kali Jantung Meluap Ratusan Rumah di Depok Terendam Banjir Hujan deras membuat sejumlah rumah di Negeri Kincir Angin Dalam,non-eyewitness
Banjir Mulai Genangi Puluhan Rumah di Pangkalan Kasai ,non-eyewitness
Rumah di Dayeuhluhur Cilacap Terendam Banjir Sungai Cilubang Kolam Ikan Meluap via TribunJateng,non-eyewitness
hari lalu hujan sampe banjir om,non-eyewitness
Dinas Sosial Luwu Turunkan Mobil Dapur Bantu Warga Korban Banjir ,non-eyewitness
Tinggal di Depok Terendam Banjir,non-eyewitness
Hujan Deras Sebabkan Empat Kelurahan di Tanah Toraja Terendam Banjir Setinggi Satu Meter ,non-eyewitness
Semoga cepet surut banjir semoga lekas berhenti wabah corona Semoga semuanya bahagia menyambut ramadhan yg dikangen kangenin bgt aamiin,non-eyewitness
Kalo dipikir sedih sih yg kebanjiran sekitar tempat kerjaan ,non-eyewitness
Daerah jatiasih jl Swatantra v banjir kata bpk gua,non-eyewitness
Tanah longsor dan banjir landa sejumlah wilayah di Banyumas ,non-eyewitness
Video Detik detik Hantaman Banjir Bandang di Merangin ,non-eyewitness
Kawasan Dayeuhkolot Bandung Banjir Ketinggian Air Meter ,non-eyewitness
sana banjir sini musim kemarau fan,non-eyewitness
COVID Belum Usai Sekarang Banjir Datang di Jakarta huffttt ,non-eyewitness
Curah Hujan Tinggi Tana Toraja Diterjang Banjir Akibat Sungai Meluap ,non-eyewitness
Hujan deras yang mengguyur Tana Toraja Sulawesi Selatan Sabtu mengakibatkan sejumlah wilayah diterjang banjir Sedikitnya empat kelurahan terendam air dengan ketinggian mencapai meter ,non-eyewitness
Kd usah komen banjir jakarta kalimantan hutan lungur banjir kebakaran ikam hinip dasar bungul tambuk ,non-eyewitness
Banjir besar Bengkulu sebab hulu DAS Bengkulu banyak dibebani izin usaha pertambangan dan perkebunan skala besar Bukit Barisan adalah tulang punggung pulau Sumatera jaga atau kita tenggelam ,non-eyewitness
Teh awas banjir katanya didaerahmu,non-eyewitness
Banjir Rendam Beberapa Kecamatan di Lamsel ,non-eyewitness
Longsor dan Banjir Gunung Geurutee Agt ,non-eyewitness
Pemkab Mandailing Natal Serahkan Bantuan Kepada Korban Banjir ,non-eyewitness
Ada daerah yang seharusnya ga banjir di Palangkaraya,non-eyewitness
Pada hari Minggu tanggal April sekitar pukul wib sd wib telah terjadi bencana alam banjir lumpur di Jalan Raya Cibeureum tepatnya Kp Cibeureum RW Ds Cibeureum Kec Kertasari Kab Bandungan ,non-eyewitness
Ribuan korban banjir di Paser Kaltim Saksikan berita selengkapnya di Kabar Pagi bersama Aditya dan Maria jam WIB hanya di tvOne live streaming klik ,non-eyewitness
 Diawali dengan banjir dikepung Covid ini bahkan masih awal tahun ya Tuhan,non-eyewitness
Babinsa dan Warga Evakuasi Bambu Akibat Banjir Di Desa Karangtalun ,non-eyewitness
Di daerah di riau juga banyak rumah kayu papan tinggi agar ketika banjir air tidak menggenangi dalam isi rumah ,non-eyewitness
Lagi Banjir Bandang Hantam Desa Paling Ujung Merangin ,non-eyewitness
Kawasan Dayeuhkolot Banjir Ketinggian Air Hingga Meter ,non-eyewitness
Dinsos Luwu Dirikan Dapur Umum Untuk Korban Banjir di Lamasi Timur ,non-eyewitness
Banjir lagi di Kecamatan Gunung Purei Teweh Timur dan Teweh Baru Kab Barut Semoga cepat berlalu foto cofas di Muara Teweh,non-eyewitness
BANYUMAS Hujan deras yang mengguyur Banyumas Sabtu kemarin mengakibatkan Banjir bandang di wilayah Kecamatan Gumelar Meski tidak ada korban jiwa namun banjir tersebut merusak sejumlah infrastruktur hingga tertutupnya akses jalan desa dan ,non-eyewitness
Longsor Banjir Bandang Malalo PLN Tindak Cepat ,non-eyewitness
Kemaren pas musim banjir airnya sempet naik tapi ga sampe tinggi sih ,non-eyewitness
Sungai Waypungkut Meluap Banjir Rendam Puluhan Rumah di Sukamerindu Tanggamus ,non-eyewitness
Banjir Kembali Landa Kabupaten Bandung Bupati Prihatin ,non-eyewitness
Banjir dan Longsor di Tanah Datar Ibu dan Anak Meninggal ,non-eyewitness
Material Longsor dan Banjir Bandang Hantam Unit Bangunan dan Orang Meninggal Dunia ,non-eyewitness
 Kecamatan Ampek Nagari Kembali Dilanda Banjir ,non-eyewitness
TNIPolri Peduli Korban Banjir Bandang di Lembar ,non-eyewitness
Relawan IKAM Bersihkan Lumpur di lokasi Banjir ,non-eyewitness
 Kecamatan Ampek Nagari Kembali Dilanda Banjir ,non-eyewitness
januari februari banjir maret virus sedi bgt awal ,non-eyewitness
Pasca Banjir di Lamasi Timur Dinsos Luwu Dirikan Dapur Umum untuk Masyarakat ,non-eyewitness
Bupati Bandung Tinjau Kesiagaan Dapur Umum di Lokasi Banjir TIMES Indonesia ,non-eyewitness
Sat Brimob Polda Kalsel Beri Imbauan Warga Terkait Ancaman Banjir ,non-eyewitness
Hujan di Kudus banyak motor mati dan jatuh kena banjir bandang ,non-eyewitness
bencana alam anjay banjir petir segala macem ada semua,non-eyewitness
Meninjau Dapur Umum di Lokasi Banjir Ini Pernyataan Bupati Bandung ,non-eyewitness
Sungai Citanduy Meluap Belasan Rumah di Padaherang Pangandaran Terendam Banjir ,non-eyewitness
ribu warga desa Dayeuhkolot terdampak banjir yang menerjang sejumlah wilayah di Kabupaten Bandung Sebagian besar warga bertahan di rumahnya masing masing ,non-eyewitness
Pasca Banjir Bandang yang terjadi di Nagari Malalo Kab Tanah Datar pada Minggu dinihari Personil Yon B Por Brimob Sumbar lansung turun ke Lokasi guna melaksanakan SAR Search Rescue membantu warga yang ,non-eyewitness
Giat hari ini MDMC KOKAM AMM kab Bandung ASSESSMENT dan pendistribusian bantuan makanan ringan dan baju layak pakai untuk warga yg terdampak banjir di kabupaten bandung ,non-eyewitness
Akibat Banjir Sejumlah Warga di Gantiang Ampek Nagari Terpaksa Diungsikan ,non-eyewitness
 Pasca Banjir di Sejumlah Wilayah di Tana Toraja Warga Mulai Membersihkan Material Lumpur yang Menggenangi Pemukiman,non-eyewitness
 RT Bojongsoang banjir tinggi sekitar cm ,non-eyewitness
mangsa keluarga terjejas akibat banjir,non-eyewitness
Bojongsoang banjir tinggi sekitar cm ,non-eyewitness
Rumah Dikepung Banjir Puluhan Warga Jambi Terpaksa Mengungsi News ,non-eyewitness
Kota langganan banjir Untung bukan orang kota,non-eyewitness
TNI Polri Salurkan Bantuan kepada Korban Banjir Bandang di Dusun Kambeng Desa Sekotong Timur Lombok Barat ,non-eyewitness
 April Terjadi bencana banjir dan tanah longsor di Kecamatan Batu Sopang dan Muara Komam Kabupaten Paser Sampai saat ini tercatat ratusan korban jiwa berada di pengungsian dan dalam proses ,non-eyewitness
Banjir Bandang di Ngalingan Kayen Air Masuk ke Rumah Warga ,non-eyewitness
Foto foto Dramatis Banjir Besar Saat Wabah Virus Corona di Kabupaten Bandung Air di Atap Rumah ,non-eyewitness
Pemkab Madina Serahkan Bantuan kepada Koran Banjir ,non-eyewitness
Peduli Paramedis RS Bali Mandara Banjir Sumbangan ,non-eyewitness
Peduli Korban Banjir TNI Polri Camat dan Pemdes Sekotong Timur Salurkan Sejumlah Bantuan ,non-eyewitness
banjir di tol pondok ranji arah serpong sumber JZ HCZ ,non-eyewitness
Hujan yang kembali mengguyur wilayah Kabupaten Bandung pada Minggu sore menyebabkan sejumlah ruas jalan kembali terendam banjir ,non-eyewitness
Banjir melanda beberapa permukiman di bantaran Sungai Ciliwung Jakarta Warga pun harus mengungsi Bahkan anak anak korban pun turun ke jalan minta sumbangan ,non-eyewitness
Empat desa di Tanah Paser terendam banjir ,non-eyewitness
Banjir Genangi Puluhan Rumah Di Pesanggaran Akibat Luapan Sungai ,non-eyewitness
Dadang Naser Tinjau Wilayah Terendam Banjir ,non-eyewitness
Pascabanjir di sejumlah wilayah di Tana Toraja Sulawesi Selatan warga mulai membersihkan material lumpur yang menggenangi permukiman Selain itu banjir juga masih menggenang di beberapa titik dan membuat warga tetap waspada adanya bencana susulan ,non-eyewitness
Warga melintasi banjir di Kampung Panjang Citayam Depok Jawa Barat Minggu Banjir tersebut disebabkan karena meluapnya aliran kali dan hujan deras yang mengguyur Kota Depok ,non-eyewitness
TNI Polri Salurkan Bantuan Kepada Korban Banjir Bandang di Sekotong Timur Lombok Barat ,non-eyewitness
Citayam Depok Terendam Banjir ,non-eyewitness
 Banjir kembali menerjang sejumlah kecamatan di Kabupaten Bandung Minggu dinihari ,non-eyewitness
Banjir di Kab Sigi Prov Sulawesi Tengah KK jiwa mengungsi ,non-eyewitness
Gegara Banjir JL Raya Blega Macet Hingga Km ,non-eyewitness
Tujuh Titik di Jember Digenangi Banjir ,non-eyewitness
Sejumlah permukiman warga di daerah Kecamatan Kulawi Kabupaten Sigi hanyut diterjang banjir ,non-eyewitness
Warga Resah Tengah Malam Banjir di Blega Semakin Deras ,non-eyewitness
 Jiwa Terdampak Banjir di Sigi Sulteng Dua Balita dan Satu Lansia Sejumlah pe ,non-eyewitness
Sungai Meluap Talang Padang Banjir ,non-eyewitness
Kali Jantung Meluap Ratusan Rumah di Depok Terendam Banjir Hujan deras membuat sejumlah rumah di Bogor Jawa Barat Kamis,non-eyewitness
Bendungan Katulampa di Depok Terendam Banjir Hujan deras membuat sejumlah rumah di Depok Terendam Banjir Hujan deras membuat,non-eyewitness
Ratusan rumah terendam banjir di Kabupaten Musi Banyuasin karena curah hujan tinggi ,non-eyewitness
Banjir dan Longsor di gunung Geureute Aceh Jaya ,non-eyewitness
Banjir bandang kembali menerjang Sigi ANTARA News Bengkulu ,non-eyewitness
Banjir Bandang Terjang Kecamatan Kulawi Rumah Warga Terendam Lumpur lewat ,non-eyewitness
Banjir Bandang di Kulawi Rumah Warga Terendam Lumpur lewat ,non-eyewitness
Banjir merendam ratusan rumah di Kota Jambi Jambi Banjir di hujan deras yang mengguyur sejam kemarin siang ,non-eyewitness
Banjir Genangi Dua Pekon di Tanggamus ,non-eyewitness
Ukat Sukatma warga Kampung Babakan Anyar RT RW Desa Pamuruyan Kecamatan Cibadak kaget bukan main ketika tiba tiba rumahnya terendam banjir ,non-eyewitness
Banjir menggenangi tujuh titik yang tersebar di tiga kecamatan di Jember ,non-eyewitness
Kapolsek Jaluko Polres Muaro Jambi Tinjau Banjir ,non-eyewitness
Banjir terjadi di ruas Tol BIntaro Serpong tepatnya di KM sampai KM Pengendara diminta menghindari ruas tol hingga banjir surut ,non-eyewitness
 RT Banjir bandang terjang Desa Sungku Kab Sigi Sulteng Senin sore sekitar pukul Wita Malam ini pihak terkait membantu evakuasi Material batu dan kayu balok hanyut ke pemukiman Warga saat ini mengungsi ke tempat aman ,non-eyewitness
Sekolah dan Pemukiman di Konut Terendam Banjir Lumpur Diduga Akibat Kegiatan PT Cinta Jaya lewat ,non-eyewitness
Jalinbar Rusak Pemukiman Warga Giri Kencana Tergenang Banjir ,non-eyewitness
Di Tengah Wabah Corona Banjir Rendam Empat Kecamatan di Kabupaten Bandung ,non-eyewitness
Tiga Kecamatan Dikabupaten Bandung Terendam Banjir ,non-eyewitness
Hujan Deras Lima Rumah Warga di Parungkuda Terendam Banjir ,non-eyewitness
Banjir bandang kembali menerjang Kecamatan Kulawi di Kabupaten Sigi ,non-eyewitness
Hujan Deras Lima Rumah Warga di Parungkuda Terendam Banjir ,non-eyewitness
Bukittinggi Banjir Bandang menerjang di daerah Muaro Ambius Jorong Guguak Malalo Minggu April pagi akibat hujan deras yang mengguyur sejak dini hari Dari kejadian tersebut meninggalkan duka bagi keluarga besar PLN UPK Bukittinggi ,non-eyewitness
Enak kali ya berenang di tengah bencana banjir bandang,non-eyewitness
 Hingga malam hari banjir masih genangi ribuan rumah di sejumlah wilayah di Kab Bandung Jawa Barat Ketinggian air tercatat lebih dari meter dan ganggu aktivitas warga Banjir disebabkan oleh luapan sungai Citarum ,non-eyewitness
Kabupaten Bandung Tetap Banjir meski Terowongan Beroperasi Uu Curah Hujan Ekstrem ,non-eyewitness
Program Pencegahan Banjir Diteruskan Di Penampang Sepanjang PKP ,non-eyewitness
Pemuda Katolik Kabupaten Bogor Salurkan Bantuan Banjir ,non-eyewitness
Banjir dan longsor melanda sejumlah kabupaten di Sulawesi Selatan sejak akhir pekan lalu Tiga orang dilaporkan tewas di Tana Toraja akibat bencana itu dan ratusan keluarga mengungsi ,non-eyewitness
Banjir Batu Sopang Jalan Propinsi Terendam Banjir Kendaraan Menumpuk ,non-eyewitness
Jalan Hayam Wuruk Langganan Banjir ,non-eyewitness
Banjir merendam ratusan rumah di Kota Jambi Jambi Banjir di hujan deras yang mengguyur sejam kemarin siang ,non-eyewitness
Banjir Lumpuhkan Jalan Menuju Tol Bekasi Timur ,non-eyewitness
Kawasan permukiman di Cipinang Melayu terendam banjir pada Senin ,non-eyewitness
Banjir di Bengkulu TeWASKAN Orang Jalan antar Desa dan Lintas Provinsi Terputus ,non-eyewitness
Banjir Masih Merendam Bengkulu Warga Meninggal ,non-eyewitness
Prihatin Dampak Banjir dan Covid Legislator Sisir Warga yang Bertahan di Rumah ,non-eyewitness
Dampak Banjir dan Longsor Meluas di Bengkulu Meninggal Hilang dan Mengungsi ,non-eyewitness
Yena Iskandar Masoem Kunjungi Warga Korban Banjir di Sapan ,non-eyewitness
Semoga keadaan kembali pulih yg sekarang kena banjir,non-eyewitness
Kecamatan di Jambi Terendam Banjir ,non-eyewitness
Bantu Korban Banjir Pemkab Agam Dirikan Dapur Umum ,non-eyewitness
Bantu doa aja bagi masyarskat kena banjir semoga air bah secepatnya kelaut,non-eyewitness
 di komplek Taman Alfa Indah banjir sekitar cm Video eko radityaaa Berikan informasi Uptodate dengan menggunakan hastag dan tag ,non-eyewitness
Wilayah Bandung terendam banjir di tengah pademi Corona Ratusan warga yang mengungsikan ke tempat yang aman ,non-eyewitness
Puluhan Rumah Warga Balongga Sigi Diterjang Banjir ,non-eyewitness
Hujan deras yang mengguyur seluruh wilayah di Bengkulu sejak Jumat sore hingga Sabtu pagi menyebabkan banjir dan longsor dan mengakibatkan orang meninggal dunia delapan orang hilang lainnya terpaksa mengungsi ,non-eyewitness
NEWS Ketinggian banjir mencapai cm motor dialihkan ke jalur cepat ,non-eyewitness
Jakarta banjir tadi liat diberita,non-eyewitness
Selain di kawasan kampus Atma Jaya daerah permukiman Pondok Karya Mampang Prapatan juga sempat terendam banjir ,non-eyewitness
Polsek Rancaekek Monitor Banjir dan Wabah Virus Corona ,non-eyewitness
Sudah Lima Hari Banjir di Baleendah Tak Kunjung Surut ,non-eyewitness
Banjir di Bandung Ratusan Warga Mengungsi di Tengah Pandemi Corona ,non-eyewitness
Banjir Di Batu Sopang Bantuan Logistik Dan Tenaga Manusia Mulai Dikerahkan ,non-eyewitness
banjir sewaduk jatiluhur ,non-eyewitness
Anggota Polsek Tekung melaksanakan patroli pengecekan aliran sungai di Wilayah Kecamatan Tekung Antisipasi kerawanan banjir di wilayah Kec Tekung dengan hasil yang dipantau aliran deras debit air normal Pada Hari ,non-eyewitness
Wkwkwkwkkwkwk tadi juga mau main pubg eh ada penguguman banjir hmm,non-eyewitness
Lamongan hampir disemua desa dan kota berdampak semoga banjir ini membersihkan wabah yang saat ini lagi menguji kita semua,non-eyewitness
Banjir Landa Lamongan Masuk ke Perkotaan Genangi Ruas Jalan Bikin Pengguna Jalan Terganggu ,non-eyewitness
Kali Jantung Meluap Ratusan Rumah di Depok Terendam Banjir,non-eyewitness
Ribuan Rumah di Murung Raya Terendam Banjir ,non-eyewitness
Kali Jantung Meluap Ratusan Rumah di Depok Terendam Banjir Hujan Deras Sejumlah wilayah DKI Jakarta Tergenang Air pollution ,non-eyewitness
Saya mendengar sampang banjir pole,non-eyewitness
Banjir Rendam Puri Bintaro Indah Tangsel News ,non-eyewitness
Curah Hujan Tinggi Rumah Warga Terendam Banjir ,non-eyewitness
Longsor dan Banjir Gunung Geurutee Agt ,non-eyewitness
Puluhan Rumah Warga di Sigi Rusak Parah Diterjang Banjir ,non-eyewitness
Puluhan rumah di Dusun II Desa Balongga Dolo Selatan Sigi Sulawesi Tengah rusak parah karena diterjang banjir ,non-eyewitness
Kali Jantung Meluap Ratusan Rumah di Depok Terendam Banjir Hujan deras membuat sejumlah rumah di Depok Terendam Banjir ,non-eyewitness
Depan wiratama pasti banjir parah,non-eyewitness
Akibat Tanggul Jebol Sejumlah Ruas Jalan Tambakromo Terendam Banjir ,non-eyewitness
Warga Muara Teweh Yang Mandi di Tengah Banjir di Bubarkan Polisi ,non-eyewitness
Hujan deras membuat sejumlah rumah di Depok Terendam Banjir,non-eyewitness
Banjir dan Longsor di gunung Geureute Aceh Jaya ,non-eyewitness
LPBI NU Bangil melakukan assesment dan memberikan bantuan kpd warga terdampak banjir di Desa Pekoren Kecamatan Rembang Kabupaten Pasuruan dini hari akibat hujan dan luapan aliran Sungai Dung Bajul Perkoren ,non-eyewitness
Rumahnya banjir gak kemaren ujan deres wkwk,non-eyewitness
B ae si soalnya daerah rmh bukan daerah banjir tapi sedih gabisa kemana mana,non-eyewitness
Jayapura n sekitarnya siaga banjir Segera cek saluran air yg berpotensi tersumbat yg tinggal di lereng perbukitan mohon hati,non-eyewitness
Banjir dimana ini kok airnya jernih banget ,non-eyewitness
Waduh banjirnya merata di lamongan ya kemaren pas muter d lamkot made tikung pada banjir Semoga gak hujan dulu sementara ini biar lekas surut ,non-eyewitness
Banjir Rendam Dua Kecamatan di Lampung Utara ,non-eyewitness
Hujan Lebat Hari Kawasan Babat dan Lamongan Dikepung Banjir ,non-eyewitness
Banjir Underpass Kemayoran Hampir Sepekan Tinggi Air Kini Meter Banjir di Underpass Kemayoran hampir sepekan Kendaraan masih belum bisa melintas ,non-eyewitness
Underpass Kemayoran Masih Banjir Meter Diperkirakan Surut Besok enyedotan masih diupayakan tim masih terus standby dan bekerja ujar petugas Damkar DKI Jakarta soal banjir di underpass Kemayoran ,non-eyewitness
Puluhan Rumah Warga di Sigi Rusak Berat Diterjang Banjir Bandang ,non-eyewitness
waktu ujan gede bgt rumah aing banjir dong ,non-eyewitness
Team SAR Detasemen Gegana Brimob Polda Metro Jaya melaksanakan giat Pencarian Korban tenggelam DI Kali Banjir Kanal Barat Tanah Abang Jakarta Pusat Minggu ,non-eyewitness
Saluran Sungai Dipenuhi Sampah Jalan Padat Karya Desa Bengkuang Banyuasin Banjir Meter ,non-eyewitness
Ranca ekek banjir ga yah ,non-eyewitness
Januari tdk hanya banjir jabodetabek tp jg di Nusa Tenggara Sumatra Jawa dan disusul Sulawesi ,non-eyewitness
Korban yang Terbawa Arus Banjir di Bondowoso Kini Ditemukan ,non-eyewitness
Ambruk Kemarin habis banjir,non-eyewitness
Jalannya ambruk di depan rumah saudaraku Habis kena banjir kemarin,non-eyewitness
Kawan silahkan berbagi kabar Lamongan banjir hari ini ,non-eyewitness
Harap tak banjir,non-eyewitness
gubernur DKI sdh gelontorkan M utk mengantisipasi banjir d pemda bogor bertujuan utk memperlambat arus banjir ke jakarta tak ada gunanya anggaran hnya utk proyek d DKI lebih baik d alokasikan ke pemkot bogor ,non-eyewitness
Ini salah satu lokasi penampakan banjir di Lamongan Orang Lamongan sdh terlatih dg banjir dan kekeringan Insya Allah segera berlalu ,non-eyewitness
Kali Jantung Meluap Ratusan Rumah di Depok Terendam Banjir Hujan deras membuat sejumlah rumah di Perumahan C ,non-eyewitness
 tolong di info dong arah gresik lewat bung tomo masih banjir ga ya ,non-eyewitness
Ditengah Banjir dan Wabah Covid Alhamdulillah Tim NU Peduli Kota Pasuruan terus beraksi dan tak kenal lelah membagikan bantuan sembako untuk warga terdampak Semoga berkah dan manfaat Mari terus ,non-eyewitness
Banjir di Lamongan Semakin Meluas BPBD Lakukan Koordinasi dengan Dinas SDA untuk Tambah Pompa kanalindonesia ,non-eyewitness
Banjir bandang landa Sibiru biru Deli Serdang satu orang meningal ,non-eyewitness
 Banjir Bandang Sungai Desa Sibiru Biru Memakan Korban Lagi lewat Kejadian Selasa April sekitar pkl ,non-eyewitness
Kali Jantung Meluap Ratusan Rumah di Depok Terendam Banjir,non-eyewitness
BPBD seorang korban banjir bandang di Sumut belum ditemukan ,non-eyewitness
Hujan Deras Wilayah Kota Sungai Penuh Diterjang Banjir ,non-eyewitness
BPBD Update Banjir Orang Meninggal Jiwa Mengungsi detik ,non-eyewitness
Infrastruktur Rusak Parah Akibat Banjir Radar Bengkulu Online ,non-eyewitness
Banjir bandang yang menerjang kawasan bantaran Sungai Sibiru biru di Kecamatan Biru Biru Kabupaten Deli Serdang Provinsi Sumatera Utara Selasa malam menyebabkan seorang meninggal dunia ,non-eyewitness
Kemaren sampangan habis banjir,non-eyewitness
Longsor dan Banjir Gunung Geurutee Agt ,non-eyewitness
Banjir Bandang di Sibiru biru hanyutkan org Satu org lg msh dlm pencarian via ,non-eyewitness
 Banjir bandang di sibiru biru Deli serdang makan korban tewas selamat belum diketemukan ,non-eyewitness
Banjir Bandang Terjang Deliserdang Satu Orang Tewas ,non-eyewitness
 Banjir Bandang Terjang Deliserdang Satu Orang Tewas Banjir Bandang melanda Sung ,non-eyewitness
Skrg tgl dikawasan bebas banjir,non-eyewitness
Bencana Banjir Dandim Madiun Bersama Kapolres Pantau Kondisi Debit Air Sungai Di Kec Balerejo ,non-eyewitness
Banjir bandang di Deli Serdang itu menyebabkan korban meninggal korban hilang dan orang berhasil diselamatkan ,non-eyewitness
Banjir Bandang Landa Kecamatan Di Deliserdang ,non-eyewitness
Banjir bandang menerjang Kecamatan Sibiru Biru Deli Serdang Sumut Seorang warga setempat dilaporkan hilang terbawa arus ,non-eyewitness
Ha Sawah Banjir Petani Bisa Klaim Asuransi ,non-eyewitness
Banjir Bandang di Lau Simeme Seorang Tewas dan Satu Lainnya Dilaporkan Hilang ,non-eyewitness
Ratusan Hektar Tanaman Padi Tiga Kemukiman di Kecamatan Jeumpa Terendam Banjir ,non-eyewitness
Warga Terdampak Banjir Kopka Basuki Antisipasi Bencana Alam ,non-eyewitness
Banjir Makin Parah Warga Muara Teweh Terpaksa Pakai Klotok Kecil ,non-eyewitness
Dandim Tuban Tinjau Lokasi Banjir Di Parengan Tuban Akibat dari hujan deras tersebut enam Desa atau pemukiman di tepian sungai di Kecamatan Parengan terendam banjir Hujan deras yg mengguyur di wilayah ,non-eyewitness
Ratusan Rumah Warga Di Gunungsari Waled Terendam Banjir ,non-eyewitness
